,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
2008-04-05,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-06,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-07,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-08,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-09,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-10,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-11,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-12,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-13,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-14,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-15,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-16,r080402a_BOE,United Kingdom,Monetary Policy and the Financial System,No_Info,False,2755,BOE,Bank of England,2008,en,0.9979,-0.569230764852071,-0.33294082
2008-04-17,r080417a_BOE,United Kingdom,Walking the Tightrope: Prospects for the UK Economy,Bean,False,4356,BOE,Bank of England,2008,en,0.9997,-0.4161490657382046,-0.31795824
2008-04-18,r080417a_BOE,United Kingdom,Walking the Tightrope: Prospects for the UK Economy,Bean,False,4356,BOE,Bank of England,2008,en,0.9997,-0.4161490657382046,-0.31795824
2008-04-19,r080417a_BOE,United Kingdom,Walking the Tightrope: Prospects for the UK Economy,Bean,False,4356,BOE,Bank of England,2008,en,0.9997,-0.4161490657382046,-0.31795824
2008-04-20,r080417a_BOE,United Kingdom,Walking the Tightrope: Prospects for the UK Economy,Bean,False,4356,BOE,Bank of England,2008,en,0.9997,-0.4161490657382046,-0.31795824
2008-04-21,r080417a_BOE,United Kingdom,Walking the Tightrope: Prospects for the UK Economy,Bean,False,4356,BOE,Bank of England,2008,en,0.9997,-0.4161490657382046,-0.31795824
2008-04-22,r080422a_BOE,United Kingdom,Inflation and the Global Economy,Besley,False,2912,BOE,Bank of England,2008,en,0.9994,-0.2352941153402537,-0.05116148
2008-04-23,r080423a_BOE,United Kingdom,Does Sterling Still Matter for Monetary Policy?,No_Info,False,5132,BOE,Bank of England,2008,en,0.9997,-0.3744075811639451,-0.09138498
2008-04-24,r080424a_BOE,United Kingdom,Strengthening Regimes for Controlling Liquidity Risk : Some Lessons from the Recent Turmoil,Jenkinson,False,4046,BOE,Bank of England,2008,en,0.999,-0.4574132477684124,-0.024598598
2008-04-25,r080424a_BOE,United Kingdom,Strengthening Regimes for Controlling Liquidity Risk : Some Lessons from the Recent Turmoil,Jenkinson,False,4046,BOE,Bank of England,2008,en,0.999,-0.4574132477684124,-0.024598598
2008-04-26,r080424a_BOE,United Kingdom,Strengthening Regimes for Controlling Liquidity Risk : Some Lessons from the Recent Turmoil,Jenkinson,False,4046,BOE,Bank of England,2008,en,0.999,-0.4574132477684124,-0.024598598
2008-04-27,r080424a_BOE,United Kingdom,Strengthening Regimes for Controlling Liquidity Risk : Some Lessons from the Recent Turmoil,Jenkinson,False,4046,BOE,Bank of England,2008,en,0.999,-0.4574132477684124,-0.024598598
2008-04-28,r080424a_BOE,United Kingdom,Strengthening Regimes for Controlling Liquidity Risk : Some Lessons from the Recent Turmoil,Jenkinson,False,4046,BOE,Bank of England,2008,en,0.999,-0.4574132477684124,-0.024598598
2008-04-29,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-04-30,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-01,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-02,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-03,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-04,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-05,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-06,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-07,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-08,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-09,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-10,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-11,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-12,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-13,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-14,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-15,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-16,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-17,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-18,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-19,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-20,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-21,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-22,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-23,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-24,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-25,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-26,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-27,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-28,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-29,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-30,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-05-31,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-01,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-02,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-03,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-04,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-05,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-06,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-07,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-08,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-09,r080429a_BOE,United Kingdom,"Inflation, Expectations and Monetary Policy",Blanchflower,False,6901,BOE,Bank of England,2008,en,0.9994,-0.576763483083969,-0.32464802
2008-06-10,r080610a_BOE,United Kingdom,Banking and the Bank of England,No_Info,False,2950,BOE,Bank of England,2008,en,0.999,-0.4556212990791639,-0.09723298
2008-06-11,r080610a_BOE,United Kingdom,Banking and the Bank of England,No_Info,False,2950,BOE,Bank of England,2008,en,0.999,-0.4556212990791639,-0.09723298
2008-06-12,r080610a_BOE,United Kingdom,Banking and the Bank of England,No_Info,False,2950,BOE,Bank of England,2008,en,0.999,-0.4556212990791639,-0.09723298
2008-06-13,r080613a_BOE,United Kingdom,Remarks,Tucker,False,2369,BOE,Bank of England,2008,en,0.9943,-0.4032258031997919,-0.17351888
2008-06-14,r080613a_BOE,United Kingdom,Remarks,Tucker,False,2369,BOE,Bank of England,2008,en,0.9943,-0.4032258031997919,-0.17351888
2008-06-15,r080613a_BOE,United Kingdom,Remarks,Tucker,False,2369,BOE,Bank of England,2008,en,0.9943,-0.4032258031997919,-0.17351888
2008-06-16,r080613a_BOE,United Kingdom,Remarks,Tucker,False,2369,BOE,Bank of England,2008,en,0.9943,-0.4032258031997919,-0.17351888
2008-06-17,r080613a_BOE,United Kingdom,Remarks,Tucker,False,2369,BOE,Bank of England,2008,en,0.9943,-0.4032258031997919,-0.17351888
2008-06-18,r080618a_BOE,United Kingdom,Governor's speech at Mansion House,No_Info,False,1710,BOE,Bank of England,2008,en,0.9992,-0.37037036351166,-0.4440303
2008-06-19,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-20,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-21,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-22,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-23,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-24,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-25,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-26,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-27,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-28,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-29,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-06-30,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-01,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-02,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-03,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-04,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-05,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-06,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-07,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-08,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-09,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-10,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-11,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-12,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-13,r080619a_BOE,United Kingdom,A Tale of Two Cycles,Gieve,False,3074,BOE,Bank of England,2008,en,0.9993,-0.2333333313888889,-0.1448274
2008-07-14,r080714a_BOE,United Kingdom,Financial Innovation: What Have We Learnt?,Jenkinson,False,6143,BOE,Bank of England,2008,en,0.9999,-0.0922693264531937,0.012876898
2008-07-15,r080715a_BOE,United Kingdom,Global Inflation: How Big A Threat?,Sentance,False,4385,BOE,Bank of England,2008,en,0.9998,-0.2537313413900646,0.2018792
2008-07-16,r080715a_BOE,United Kingdom,Global Inflation: How Big A Threat?,Sentance,False,4385,BOE,Bank of England,2008,en,0.9998,-0.2537313413900646,0.2018792
2008-07-17,r080715a_BOE,United Kingdom,Global Inflation: How Big A Threat?,Sentance,False,4385,BOE,Bank of England,2008,en,0.9998,-0.2537313413900646,0.2018792
2008-07-18,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-19,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-20,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-21,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-22,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-23,r080718a_BOE,United Kingdom,The Financial Cycle and the UK Economy,Gieve,False,2909,BOE,Bank of England,2008,en,0.9998,-0.4029850716195144,-0.23229308
2008-07-24,r080724a_BOE,United Kingdom,Business Surveys and Monetary Policy,Bean,False,2390,BOE,Bank of England,2008,en,0.9995,-0.1084337336333285,0.016675295
2008-07-25,r080724a_BOE,United Kingdom,Business Surveys and Monetary Policy,Bean,False,2390,BOE,Bank of England,2008,en,0.9995,-0.1084337336333285,0.016675295
2008-07-26,r080724a_BOE,United Kingdom,Business Surveys and Monetary Policy,Bean,False,2390,BOE,Bank of England,2008,en,0.9995,-0.1084337336333285,0.016675295
2008-07-27,r080724a_BOE,United Kingdom,Business Surveys and Monetary Policy,Bean,False,2390,BOE,Bank of England,2008,en,0.9995,-0.1084337336333285,0.016675295
2008-07-28,r080724a_BOE,United Kingdom,Business Surveys and Monetary Policy,Bean,False,2390,BOE,Bank of England,2008,en,0.9995,-0.1084337336333285,0.016675295
